Value,City,Country,Latitude,Longitude
108843,Coronel Fabriciano,Brazil,-19.5,-42.6
108817,Ventura,USA,34.3,-119.3
108765,Açailândia,Brazil,-4.9,-47.5
108753,Elista,Russia,46.3,44.3
108710,Karabük,Turkey,41.2,32.6
108666,Kalisz,Poland,51.8,18.1
108662,Noyabrsk,Russia,63.2,75.4
108629,Mascara,Algeria,35.4,0.1
108628,Kırşehir,Turkey,39.1,34.2
108573,Qalyub,Egypt,30.2,31.2
108505,Anantnag,India,33.7,75.1
108505,Yasooj,Iran,30.7,51.6
108449,Cuautitlán,Mexico,19.4,-99.1
108400,Farah,Afghanistan,32.5,62.3
108368,Ebolowa,Cameroon,2.9,11.2
108335,Forlì,Italy,44.2,12
108249,Tadpatri,India,14.9,78
108249,Pueblo,USA,38.3,-104.6
108244,Kot Addu,Pakistan,30.5,71
108130,San Carlos,Venezuela,9.7,-68.6
108098,"Douliu
","Taiwan
",23.7,120.5
108052,Urasoe,Japan,26.2,127.7
108048,Satara,India,17.7,74
108048,Osijek,Croatia,45.6,18.7
108010,Corumbá,Brazil,-19,-57.7
108000,Tinaquillo,Venezuela,9.9,-68.3
107904,Serov,Russia,59.6,60.6
107845,Kasuga,Japan,33.5,130.5
107806,Nazar Abad,Iran,28.6,53.4
107741,High Point,USA,36,-80
107740,West Covina,USA,34.1,-117.9
107702,Koszalin,Poland,54.2,16.2
107679,Jena,Germany,50.9,11.6
107652,Smederevo,Serbia,44.7,20.9
107571,Richmond,USA,38,-122.4
107504,Piatra Neamţ,Romania,46.9,26.4
107479,Murrieta,USA,33.6,-117.2
107412,Behbahan,Iran,30.6,50.2
107369,Bhadrak,India,21.1,86.5
107347,Elets,Russia,52.6,38.5
107323,Carcar,Philippines,10.1,123.6
107319,Umuarama,Brazil,-23.8,-53.3
107289,Cambridge,USA,42.4,-71.1
107282,Sơn La,Vietnam,21.3,103.9
107233,Trier,Germany,49.8,6.6
107223,Vicenza,Italy,45.5,11.5
107131,Bam,Iran,29.1,58.4
107129,Iida,Japan,35.5,137.8
107100,Antioch,USA,38,-121.8
107086,Moncton,Canada,46.1,-64.8
107076,Kishanganj,India,26.1,87.9
107038,Örebro,Sweden,59.3,15.2
106954,Pleven,Bulgaria,43.4,24.6
106934,Suceava,Romania,47.7,26.3
106929,"Taitung
","Taiwan
",22.8,121.1
106887,Caucasia,Colombia,8,-75.2
106840,Sudbury,Canada,46.5,-81
106815,Shoosh,Iran,32.2,48.2
106785,"Saint-Denis, Seine-Saint-Denis",France,48.9,2.4
106780,Temecula,USA,33.5,-117.1
106772,Exeter,United Kingdom,50.7,-3.5
106768,Altamira,Brazil,-3.2,-52.2
106767,Namur,Belgium,50.5,4.9
106757,Kallithea,Greece,38,23.7
106710,Algeciras,Spain,36.1,-5.5
106708,Tōkai,Japan,35,136.9
106666,Bhimdutta,Nepal,29,80.2
106666,Chicoutimi-Jonquière,Canada,48.4,-71.2
106643,Nishio,Japan,34.9,137.1
106635,Chinandega,Nicaragua,12.9,-87.1
106589,Norwalk,USA,33.9,-118.1
106576,Muriaé,Brazil,-21.1,-42.4
106562,Eastbourne,United Kingdom,50.8,0.3
106555,Zhukovsky,Russia,55.6,38.1
106524,Suryapet,India,17.1,79.6
106507,Drobeta-Turnu Severin,Romania,44.6,22.7
106500,Kecskemét,Hungary,46.9,19.7
106472,Vacoas - Phoenix,Mauritius,-20.3,57.5
106444,Wardha,India,20.7,78.6
106368,"Hualien
","Taiwan
",24,121.6
106365,Ranebennuru,India,14.6,75.6
106285,Charallave,Venezuela,10.2,-66.9
106254,Legnica,Poland,51.2,16.2
106171,Puerto Ayacucho,Venezuela,5.7,-67.6
106166,El Limón,Venezuela,10.3,-67.6
106142,Debre Zeyit,Ethiopia,8.8,39
106116,Çanakkale,Turkey,40.1,26.4
106114,Centennial,USA,39.6,-104.9
106106,Boryeong,Republic of Korea,36.3,126.6
106050,Abu Kabir,Egypt,30.7,31.7
105980,Amreli,India,21.6,71.2
105919,Iriga,Philippines,13.4,123.4
105879,Ceyhan,Turkey,37,35.8
105802,Hartha,Iraq,30.7,47.7
105773,Tipitapa,Nicaragua,12.2,-86.1
105722,Obninsk,Russia,55.1,36.6
105687,Neyveli,India,11.5,79.5
105676,Winterthur,Switzerland,47.5,8.7
105673,Kanoya,Japan,31.4,130.8
105671,Kafr el-Dawwar,Egypt,31.1,30.1
105624,Erlangen,Germany,49.6,11
105598,Coronel,Chile,-37,-73.1
105531,Patos,Brazil,-7,-37.3
105520,Bizerte,Tunisia,37.3,9.9
105506,Arzamas,Russia,55.4,43.8
105469,Caicara del Orinoco,Venezuela,7.6,-66.1
105452,Sutton Coldfield,United Kingdom,52.6,-1.8
105431,Tucuruí,Brazil,-3.8,-49.6
105421,Nancy,France,48.7,6.2
105417,Paragominas,Brazil,-3,-47.4
105370,Everett,USA,48,-122.2
105286,Fujimi,Japan,35.9,139.5
105274,San Justo,Argentina,-34.7,-58.6
105269,Beau Bassin - Rose Hill,Mauritius,-20.2,57.5
105229,Liberec,Czech Republic,50.8,15.1
105221,Jamalpur,India,25.3,86.5
105165,Texcoco,Mexico,19.4,-99.1
105141,Sancti Spíritus,Cuba,22,-79.5
105085,Blackburn,United Kingdom,53.7,-2.5
105018,Terni,Italy,42.6,12.6
104974,Khushab,Pakistan,32.3,72.3
104950,Gabes,Tunisia,33.9,10.1
104946,Trento,Italy,46.1,11.1
104914,Ligao,Philippines,13.2,123.5
104904,Laoag,Philippines,18.2,120.6
104899,Novo Gama,Brazil,-16.1,-48
104898,Palm Bay,USA,28,-80.7
104898,Wichita Falls,USA,33.9,-98.5
104836,Hidalgo del Parral,Mexico,26.9,-105.7
104809,Fasa,Iran,28.9,53.6
104779,Green Bay,USA,44.5,-88
104758,Mormugao,India,15.4,73.8
104756,Yaritagua,Venezuela,10.1,-69.1
104739,Daly City,USA,37.7,-122.5
104712,Girga,Egypt,26.3,31.9
104709,Burbank,USA,34.2,-118.3
104652,Sangju,Republic of Korea,36.4,128.2
104617,Pattani,Thailand,6.8,101.3
104566,Faridpur,Bangladesh,23.6,89.8
104564,Kamagaya,Japan,35.8,140
104559,Trece Martires,Philippines,14.3,120.9
104516,Harar,Ethiopia,9.3,42.1
104475,Richardson,USA,33,-96.7
104467,al-Managil,Sudan,14.3,33
104454,Akhmim,Egypt,26.6,31.7
104426,Ikeda,Japan,34.8,135.4
104410,Pompano Beach,USA,26.2,-80.1
104390,Colchester,United Kingdom,51.9,0.9
104352,Soligorsk,Belarus,52.8,27.5
104343,Chakwal,Pakistan,32.9,72.9
104312,Sohar,Oman,24.3,56.7
104312,Tizi Ouzou,Algeria,36.7,4.1
104232,Linköping,Sweden,58.4,15.6
104148,Wazirabad,Pakistan,32.4,74.1
104146,Tucupita,Venezuela,9.1,-62.1
104063,Udgir,India,18.4,77.1
104054,North Charleston,USA,32.9,-80
104047,Dhangadhi,Nepal,28.7,80.6
104028,Salto,Uruguay,-31.5,-57.1
104020,Pushkino,Russia,56,37.8
104019,Castelar,Argentina,-34.7,-58.6
104011,Pisco,Peru,-13.7,-76.2
104000,Kafanchan,Nigeria,9.6,8.3
103992,Rafael Castillo,Argentina,-34.7,-58.6
103988,Đồng Hới,Vietnam,17.5,106.6
103974,Lira,Uganda,2.2,32.9
103912,Tabuk,Philippines,17.4,121.4
103843,Noginsk,Russia,55.9,38.5
103839,Girardot,Colombia,3.5,-76.5
103792,Ciénaga,Colombia,8.7,-73.8
103760,Quchan,Iran,37.1,58.5
103725,Mumba,Democratic Republic of the Congo,2.2,22.5
103724,Fujimino,Japan,35.9,139.5
103718,Hanamaki,Japan,39.4,141.1
103690,Kanuma,Japan,36.6,139.8
103641,Luxembourg,Luxembourg,49.6,6.1
103577,Tadepalligudem,India,16.8,81.5
103544,Oldham,United Kingdom,53.5,-2.1
103500,Broken Arrow,USA,36,-95.8
103496,Porlamar,Venezuela,11,-63.9
103490,Shibata,Japan,37.9,139.3
103428,Abeche,Chad,13.8,20.8
103369,Masjed Soleyman,Iran,31.9,49.3
103346,Saint-Paul,France,48.9,2.4
103300,Székesfehérvár,Hungary,47.2,18.4
103282,Dos Hermanas,Spain,37.3,-5.9
103209,Mihara,Japan,34.4,133.1
103199,Sanjō,Japan,37.6,139
103174,Yeongcheon,Republic of Korea,36,128.9
103166,Boulder,USA,40,-105.3
103125,Argenteuil,France,48.9,2.2
103108,Moers,Germany,51.5,6.6
103061,Novotroitsk,Russia,51.2,58.3
103036,Cambé,Brazil,-23.3,-51.3
103006,Himamaylan,Philippines,10.1,122.9
103004,Matareya,Egypt,31.2,32
103000,Ojikwa,Nigeria,5.9,5.7
103000,Kontagora,Nigeria,10.4,5.5
103000,Zuru,Nigeria,11.4,5.2
102999,Dera Ismail Khan,Pakistan,31.8,70.9
102998,Abu al-Chasib,Iraq,30.5,48
102991,Zaxo,Iraq,37.2,42.7
102948,Lodhran,Pakistan,29.5,71.6
102900,Lower Hutt,New Zealand,-41.2,174.9
102860,Ariquemes,Brazil,-9.9,-63.1
102841,Baybay,Philippines,10.7,124.9
102838,Nagapattinam,India,10.8,79.8
102837,Luena,Angola,-11.8,19.9
102798,Piraquara,Brazil,-25.4,-49.1
102770,Montreuil,France,48.9,2.4
102700,Pul-i-Alam,Afghanistan,34,69
102690,Ituiutaba,Brazil,-19,-49.5
102667,Tepexpan,Mexico,19.4,-99.1
102629,St Helens,United Kingdom,53.5,-2.7
102629,Diourbel,Senegal,14.7,-16.2
102591,Buxar,India,25.6,84
102559,Nyaunglebin,Myanmar,18,96.7
102520,Aurangabad,India,19.9,75.3
102465,Mezhdurechensk,Russia,53.7,88.1
102456,Jehanabad,India,25.2,85
102436,West Palm Beach,USA,26.7,-80.1
102421,Kaspiysk,Russia,42.9,47.6
102406,Tulancingo,Mexico,20.1,-98.8
102383,Lahti,Finland,61,25.7
102339,Azua,Dominican Republic,18.5,-70.7
102314,"Nantou
","Taiwan
",23.9,120.7
102285,Leninsk-Kuznetsky,Russia,54.7,86.2
102265,Bacabal,Brazil,-4.2,-44.8
102253,Phagwara,India,31.2,75.8
102222,Thunder Bay,Canada,48.4,-89.2
102216,Santa Maria,USA,34.9,-120.4
102211,El Cajon,USA,32.8,-117
102173,Erzincan,Turkey,39.7,39.5
102167,Akhisar,Turkey,38.9,27.8
102157,Davenport,USA,41.6,-90.6
102134,Olomouc,Czech Republic,49.6,17.3
102106,Khair,India,27.9,77.8
102087,Tubarão,Brazil,-28.5,-49
102039,Kamianets-Podilskyi,Ukraine,48.7,26.6
102000,Keffi,Nigeria,8.8,7.9
102000,Agbor,Nigeria,6.3,6.2
101997,Sawai Madhopur,India,26,76.4
101987,Santa Rosa,Argentina,-36.6,-64.3
101984,Tete,Mozambique,-16.2,33.6
101955,Tobolsk,Russia,58.2,68.3
101933,Magadan,Russia,59.6,150.8
101910,Rialto,USA,34.1,-117.4
101885,Ovorhangay,Mongolia,45.8,103.1
101867,Farwanyiah,Kuwait,29.3,48
101851,Esentuky,Russia,44,42.9
101810,San Juan Bautista Tuxtepec,Mexico,18.1,-96.1
101760,Kanata,Canada,45.3,-75.9
101752,Erechim,Brazil,-27.6,-52.3
101740,Tartu,Estonia,58.4,26.7
101654,Kapurthala,India,31.4,75.4
101571,Naga,Philippines,10.2,123.8
101550,Chilakaluripet,India,16.1,80.2
101520,Aurangabad,India,19.9,75.3
101510,s-Hertogenbosch,Netherlands,51.7,5.3
101502,Almada,Portugal,38.7,-9.2
101488,Gapan,Philippines,15.3,121
101450,Edison,USA,40.5,-74.3
101432,Guider,Cameroon,9.9,14
101363,Gbadolite,Democratic Republic of the Congo,4.3,21
101330,Malappuram,India,11,76.1
101324,Las Cruces,USA,32.3,-106.8
101305,Lagarto,Brazil,-10.9,-37.7
101248,Los Puertos de Altagracia,Venezuela,10.7,-71.5
101234,Yokote,Japan,39.3,140.6
101180,Kiselevsk,Russia,54,86.7
101173,Divo,Côte d'Ivoire,5.8,-5.4
101136,Araxá,Brazil,-19.6,-46.9
101128,San Mateo,USA,37.6,-122.3
101122,As Suwayq,Oman,23.8,57.4
101120,Cavite City,Philippines,14.5,120.9
101115,Bambili,Cameroon,6,10.3
101074,Lewisville,USA,33,-97
101056,Torrejón de Ardoz,Spain,40.5,-3.5
101010,Tandil,Argentina,-37.3,-59.2
100911,Assis,Brazil,-22.6,-50.5
100910,Novara,Italy,45.4,8.6
100886,South Bend,USA,41.7,-86.3
100792,Novopolotsk,Belarus,55.5,28.6
100779,Isehara,Japan,35.4,139.3
100733,Iguatu,Brazil,-6.4,-39.3
100730,Satsumasendai,Japan,31.8,130.3
100710,Lakeland,USA,28,-82
100694,Dschāzān,Saudi-Arabia,16.9,42.6
100684,Rewari,India,28.2,76.6
100671,Erie,USA,42.1,-80.1
100618,Nagaur,India,27.2,73.7
100574,Nazran,Russia,43.2,44.8
100574,Woodbridge,USA,40.6,-74.3
100550,Santo Antônio de Jesus,Brazil,-13,-39.3
100547,Crawley,United Kingdom,51.1,-0.2
100519,Mohammad Shahr,Iran,35.8,50.9
100507,Ancona,Italy,43.6,13.5
100500,Samangan,Afghanistan,36,67.6
100478,Cizre,Turkey,37.3,42.2
100476,Libertad,Argentina,-34.7,-58.7
100436,al-Qurayyat,Saudi-Arabia,31.3,37.4
100412,Lüleburgaz,Turkey,41.4,27.4
100383,Sarh,Chad,9.1,18.4
100376,Słupsk,Poland,54.5,17
100362,Sarapyul,Russia,56.5,53.8
100223,Tyler,USA,32.4,-95.3
100200,Lashkar Gah,Afghanistan,31.6,64.4
100077,Saku,Japan,36.2,138.5
100075,Karadeniz Ereğli,Turkey,41.3,31.6
100065,Sultanpur,India,26.3,82.1
100065,Pearland,USA,29.6,-95.3
100064,Kōnan,Japan,35.3,136.9
100060,Swabi,Pakistan,34.1,72.5
100050,College Station,USA,29.6,-95.3
100036,Nagda,India,23.5,75.4
100024,Bolzano,Italy,46.5,11.4
